,,,,Ementa,,,,Semanal,,-,,Almoço
,,,,,,,,,,,,,
,,,,,,Semana de 3 a 9 de fevereiro,,,,,,
,,,,,,,,,,,,,
"2ª Feira
03/fevereiro",,"Sopa Alho-Francês 218 52 0,9 0,15 1,8 0,1
Carne Panadinhos de frango à americana (com bacon) com arroz de 1493 357 1,9 0,4 3,1 0,3
Peixe Solha no forno com batata e alecrim 626 150 2,7 0,42 0,9 0,3
Dieta Carne de vaca cozida com couve e batata 474 113 4,0 1,52 1 0,2
Veget. Fusili gratinado com cogumelos e legumes em juliana 975 233 4,2 1,03 2,6 2,1",,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"3ª Feira
04/fevereiro",,"Sopa Macedónia 286 68 1,6 0,23 2 0,1
Carne Chili de carne vaca com arroz 807 193 7,3 0,93 3,6 0,2
Peixe Carapauzinhos fritos C/ arroz de tomate 742 177 5,5 0,79 0,8 0,3
Dieta Pescada assada ao natural com brócolos 358 86 1,0 0,1 0,9 0,2
Veget. Legumes salteados à Brás 618 148 7,3 0,96 5,5 0",,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"4ª Feira
05/fevereiro",,"Sopa Couve-lombarda 202 48 0,8 0,13 1,8 0,1
Carne Entremeada de porco grelhada com arroz de ervilhas 701 168 3,9 1,18 0,2 0,2
Peixe Caldeirada de peixe com coentros 368 88 2,0 0,78 1 0,1
Dieta Frango estufado simples com fusilli 633 151,4 3,8 1,08 0,8 0,2
Veget. Soja à bolonhesa 690 165 3,4 0,31 2,3 0,2",,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"5ª Feira
06/fevereiro",,"Sopa Creme de legumes 236 56 1,0 0,16 1,7 0,1
Carne Macarronada de carnes (vaca e porco) 897 214,5 9,4 1,61 2,1 0,4
Peixe Peixe à lisboense (batata palha) 706 169 7,4 0,92 4,6 0,1
Dieta Lombinhos de alabote com arroz e feijão-verde 538 128 2,3 0,34 0,8 0,3
Veget. Folhadinho de espinafres com arroz de legumes 961 230 18,8 3,34 0,4 0,2",,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"6ª Feira
07/fevereiro",,"Sopa Abóbora com ervilha 219 52 1,1 0,19 1,7 0,1
Carne Arroz de aves tostado no forno com chouriço 774 185 4,3 1,21 0,2 1
Peixe Salada de Feijão-frade com atum 860 205,6 5,7 1,62 1,2 0,3
Dieta Febra grelhada com couve de Bruxelas e espirais 536 128 3,8 0,5 1,2 0,5
Veget. Rissóis de tofu 554 132 8,1 1,28 2,9 0,1",,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Sábado
08/fevereiro",,"Sopa Caldo Verde 341 81 1,4 0,2 1,6 0,2
Carne Espetada de aves com arroz 537 128 2,9 0,88 1,4 0,7
Peixe Pastéis de bacalhau com arroz tomate 718 172 5,9 1,18 0,8 0,3
Dieta Arinca estufada com legumes e arroz 536 128 1,7 0,16 0,5 0,2",,,,,,,,,,
,,,,,,,,,,,,,
"Domingo
09/fevereiro",,"Sopa Juliana (cenoura, nabo, feijão-verde) 211 50 1,1 0,18 2,1 0,1
Carne Massa à Carbonara 916 219 4,8 1,62 2,2 0,5
Peixe Panadinhos de pescada com salada de batata 434 104 2,3 0,27 0,9 0,2
Dieta Jardineira de carnes simples 476 114 4,3 1,53 1,2 0,6",,,,,,,,,,
,,,,,,,,,,,,,
Diariamente Fruta da Época ou Doce 238 / 57 / 0 / 5 0 / 2 13 / 0 / 0,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,Alergénios: Informe-se junto da nossa equipa. Não poderão ser excluídas as contaminações cruzadas no restaurante.,,,,,,,,,
,,,,,,,,,,,,,
,* Declaração Nutricional por 100g/ ml de produto tendo em consideração as capitações preconizadas pelo Caderno de Capitações,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,"Sem adição de açúcares, contendo apenas os açúcares presentes naturalmente nos alimentos utilizados",,,,,,,
,,,,Ementa,,Semanal,,-,,Jantar
,,,,,,,,,,,
,,,,Semana de 3 a 9 de fevereiro,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"2ª Feira
03/fevereiro",,"Sopa Creme de legumes 236 56 1,0 0,16 1,7 0,1
Carne Carne assada com abacaxi e arroz 807 193 4,7 1,14 0,9 0,3
Peixe Rissóis de pescada com batata frita 624 149 6,2 0,52 0,9 0,3
Dieta Abrótea grelhada com arroz e feijão verde 598 143 1,1 0,17 0,8 0,3",,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"3ª Feira
04/fevereiro",,"Sopa Couve coração 226 54 1,2 0,2 2,1 0,1
Carne Massa de frango com cenoura 708 169 2,8 0,55 1,4 0,3
Peixe Empadão de peixe 350 84 1,1 0,18 1,3 0,6
Dieta Febras grelhadas com arroz 493 118 3,6 0,22 0,8 0,1",,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
